1110100 - Hammer-Head - 1 - 500 - 250 - hpp,66; 
9023801 - Lance(Drop) - 25 - 0 - 0 - hpp,75; 
9023802 - Lance(Drop) - 25 - 0 - 0 - hpp,75; 
9023803 - Lance(Drop) - 25 - 0 - 0 - hpp,75; 
8013900 - 크롬나이트쥬니어 - 1 - 0 - 0 - hpp,100; 
8013901 - 크롬나이트쥬니어 - 1 - 0 - 640 - hpp,100; 
8013902 - 크롬나이트쥬니어 - 1 - 0 - 640 - hpp,100; 
8013903 - 크롬나이트쥬니어 - 1 - 0 - 640 - hpp,100; 
8013904 - 크롬나이트쥬니어 - 1 - 0 - 300 - hpp,100; 
8013905 - 크롬나이트쥬니어 - 1 - 0 - 300 - hpp,100; 
8013906 - 크롬나이트쥬니어 - 1 - 0 - 300 - hpp,100; 
8013907 - 크롬나이트쥬니어 - 1 - 0 - 70 - hpp,100; 
8013908 - 크롬나이트쥬니어 - 1 - 0 - 70 - hpp,100; 
8013909 - 크롬나이트쥬니어 - 1 - 0 - 70 - hpp,100; 
9023901 - 크롬나이트쥬니어(Drop) - 25 - 0 - 0 - hpp,75; 
9023902 - 크롬나이트쥬니어(Drop) - 25 - 0 - 0 - hpp,75; 
9023903 - 크롬나이트쥬니어(Drop) - 25 - 0 - 0 - hpp,75; 
8014100 - Taurus - 1 - 0 - 0 - hpp,100; 
8014101 - Taurus - 1 - 0 - 790 - hpp,100; 
8014102 - Taurus - 1 - 0 - 790 - hpp,100; 
8014103 - Taurus - 1 - 0 - 790 - hpp,100; 
8014104 - Taurus - 1 - 0 - 300 - hpp,100; 
8014105 - Taurus - 1 - 0 - 300 - hpp,100; 
8014106 - Taurus - 1 - 0 - 300 - hpp,100; 
8014107 - Taurus - 1 - 0 - 70 - hpp,100; 
8014108 - Taurus - 1 - 0 - 70 - hpp,100; 
8014109 - Taurus - 1 - 0 - 70 - hpp,100; 
9024101 - Taurus(Drop) - 25 - 0 - 0 - hpp,75; 
9024102 - Taurus(Drop) - 25 - 0 - 0 - hpp,75; 
9024103 - Taurus(Drop) - 25 - 0 - 0 - hpp,75; 
8014200 - SongokuJr. - 1 - 0 - 0 - hpp,100; 
8014201 - SongokuJr. - 1 - 0 - 790 - hpp,100; 
8014202 - SongokuJr. - 1 - 0 - 790 - hpp,100; 
8014203 - SongokuJr. - 1 - 0 - 790 - hpp,100; 
8014204 - SongokuJr. - 1 - 0 - 300 - hpp,100; 
8014205 - SongokuJr. - 1 - 0 - 300 - hpp,100; 
8014206 - SongokuJr. - 1 - 0 - 300 - hpp,100; 
8014207 - SongokuJr. - 1 - 0 - 70 - hpp,100; 
8014208 - SongokuJr. - 1 - 0 - 70 - hpp,100; 
8014209 - SongokuJr. - 1 - 0 - 70 - hpp,100; 
9024201 - SongokuJr(Drop) - 25 - 0 - 0 - hpp,75; 
9024202 - SongokuJr(Drop) - 25 - 0 - 0 - hpp,75; 
9024203 - SongokuJr(Drop) - 25 - 0 - 0 - hpp,75; 
8014300 - Bounce - 1 - 0 - 0 - hpp,100; 
8014301 - Bounce - 1 - 0 - 790 - hpp,100; 
8014302 - Bounce - 1 - 0 - 790 - hpp,100; 
8014303 - Bounce - 1 - 0 - 790 - hpp,100; 
8014304 - Bounce - 1 - 0 - 300 - hpp,100; 
8014305 - Bounce - 1 - 0 - 300 - hpp,100; 
8014306 - Bounce - 1 - 0 - 300 - hpp,100; 
8014307 - Bounce - 1 - 0 - 70 - hpp,100; 
8014308 - Bounce - 1 - 0 - 70 - hpp,100; 
8014309 - Bounce - 1 - 0 - 70 - hpp,100; 
9024301 - Bounce(Drop) - 25 - 0 - 0 - hpp,75; 
9024302 - Bounce(Drop) - 25 - 0 - 0 - hpp,75; 
9024303 - Bounce(Drop) - 25 - 0 - 0 - hpp,75; 
8014400 - Sammy - 1 - 0 - 0 - hpp,100; 
8014401 - Sammy - 1 - 0 - 790 - hpp,100; 
8014402 - Sammy - 1 - 0 - 790 - hpp,100; 
8014403 - Sammy - 1 - 0 - 790 - hpp,100; 
8014404 - Sammy - 1 - 0 - 300 - hpp,100; 
8014405 - Sammy - 1 - 0 - 300 - hpp,100; 
8014406 - Sammy - 1 - 0 - 300 - hpp,100; 
8014407 - Sammy - 1 - 0 - 70 - hpp,100; 
8014408 - Sammy - 1 - 0 - 70 - hpp,100; 
8014409 - Sammy - 1 - 0 - 70 - hpp,100; 
9024401 - Sammy(Drop) - 25 - 0 - 0 - hpp,75; 
9024402 - Sammy(Drop) - 25 - 0 - 0 - hpp,75; 
9024403 - Sammy(Drop) - 25 - 0 - 0 - hpp,75; 
8014800 - Rudolf - 1 - 0 - 0 - hpp,100; 
8014801 - Rudolf - 1 - 0 - 790 - hpp,100; 
8014802 - Rudolf - 1 - 0 - 790 - hpp,100; 
8014803 - Rudolf - 1 - 0 - 790 - hpp,100; 
8014804 - Rudolf - 1 - 0 - 300 - hpp,100; 
8014805 - Rudolf - 1 - 0 - 300 - hpp,100; 
8014806 - Rudolf - 1 - 0 - 300 - hpp,100; 
8014807 - Rudolf - 1 - 0 - 70 - hpp,100; 
8014808 - Rudolf - 1 - 0 - 70 - hpp,100; 
8014809 - Rudolf - 1 - 0 - 70 - hpp,100; 
9024801 - Rudolf(Drop) - 25 - 0 - 0 - hpp,75; 
9024802 - Rudolf(Drop) - 25 - 0 - 0 - hpp,75; 
9024803 - Rudolf(Drop) - 25 - 0 - 0 - hpp,75; 
8014900 - 레인져쥬니어 - 1 - 0 - 0 - hpp,100; 
8014901 - 레인져쥬니어 - 1 - 0 - 790 - hpp,100; 
8014902 - 레인져쥬니어 - 1 - 0 - 790 - hpp,100; 
8014903 - 레인져쥬니어 - 1 - 0 - 790 - hpp,100; 
8014904 - 레인져쥬니어 - 1 - 0 - 300 - hpp,100; 
8014905 - 레인져쥬니어 - 1 - 0 - 300 - hpp,100; 
8014906 - 레인져쥬니어 - 1 - 0 - 300 - hpp,100; 
8014907 - 레인져쥬니어 - 1 - 0 - 70 - hpp,100; 
8014908 - 레인져쥬니어 - 1 - 0 - 70 - hpp,100; 
8014909 - 레인져쥬니어 - 1 - 0 - 70 - hpp,100; 
9024901 - 레인져쥬니어(Drop) - 25 - 0 - 0 - hpp,75; 
9024902 - 레인져쥬니어(Drop) - 25 - 0 - 0 - hpp,75; 
9024903 - 레인져쥬니어(Drop) - 25 - 0 - 0 - hpp,75; 
8015000 - ThunderJunior - 1 - 0 - 0 - hpp,100; 
8015001 - ThunderJunior - 1 - 0 - 790 - hpp,100; 
8015002 - ThunderJunior - 1 - 0 - 790 - hpp,100; 
8015003 - ThunderJunior - 1 - 0 - 790 - hpp,100; 
8015004 - ThunderJunior - 1 - 0 - 300 - hpp,100; 
8015005 - ThunderJunior - 1 - 0 - 300 - hpp,100; 
8015006 - ThunderJunior - 1 - 0 - 300 - hpp,100; 
8015007 - ThunderJunior - 1 - 0 - 70 - hpp,100; 
8015008 - ThunderJunior - 1 - 0 - 70 - hpp,100; 
8015009 - ThunderJunior - 1 - 0 - 70 - hpp,100; 
9025001 - ThunderJunior(Drop) - 25 - 0 - 0 - hpp,75; 
9025002 - ThunderJunior(Drop) - 25 - 0 - 0 - hpp,75; 
9025003 - ThunderJunior(Drop) - 25 - 0 - 0 - hpp,75; 
8015800 - GoldThunderJunior - 1 - 0 - 0 - hpp,100; 
8015801 - GoldThunderJunior - 1 - 0 - 790 - hpp,100; 
8015802 - GoldThunderJunior - 1 - 0 - 790 - hpp,100; 
8015803 - GoldThunderJunior - 1 - 0 - 790 - hpp,100; 
8015804 - GoldThunderJunior - 1 - 0 - 300 - hpp,100; 
8015805 - GoldThunderJunior - 1 - 0 - 300 - hpp,100; 
8015806 - GoldThunderJunior - 1 - 0 - 300 - hpp,100; 
8015807 - GoldThunderJunior - 1 - 0 - 70 - hpp,100; 
8015808 - GoldThunderJunior - 1 - 0 - 70 - hpp,100; 
8015809 - GoldThunderJunior - 1 - 0 - 70 - hpp,100; 
9025801 - GoldThunderJunior(Drop) - 25 - 0 - 0 - hpp,75; 
9025802 - GoldThunderJunior(Drop) - 25 - 0 - 0 - hpp,75; 
9025803 - GoldThunderJunior(Drop) - 25 - 0 - 0 - hpp,75; 
3031100 - SilverTornado - 1 - 1800 - 900 - hpp,9; 
3031101 - SilverTornadoCRT(+1) - 1 - 100 - 100 - hpp,9; crit,3; 
3031102 - SilverTornadoMIS(+1) - 1 - 200 - 200 - hpp,9; crit,13; 
3031103 - SilverTornadoBST(+1) - 1 - 400 - 400 - hpp,9; crit,38; 
3031104 - SilverTornadoCRT(+2) - 1 - 200 - 200 - hpp,9; evade,12; 
3031105 - SilverTornadoMIS(+2) - 1 - 300 - 300 - hpp,9; evade,18; 
3031106 - SilverTornadoBST(+2) - 1 - 400 - 400 - hpp,9; evade,33; 
3031107 - SilverTornadoCRT(+3) - 1 - 300 - 300 - hpp,9; spectrans,19; 
3031108 - SilverTornadoMIS(+3) - 1 - 400 - 400 - hpp,9; spectrans,25; 
3031109 - SilverTornadoBST(+3) - 1 - 700 - 700 - hpp,9; spectrans,40; 
3031200 - CloudBlue - 10 - 8700 - 4350 - hpp,25; 
3031201 - CloudBlueCRT(+1) - 6 - 400 - 400 - hpp,25; crit,15; 
3031202 - CloudBlueMIS(+1) - 6 - 500 - 500 - hpp,25; crit,25; 
3031203 - CloudBlueBST(+1) - 6 - 700 - 700 - hpp,25; crit,50; 
3031204 - CloudBlueCRT(+2) - 7 - 400 - 400 - hpp,25; evade,19; 
3031205 - CloudBlueMIS(+2) - 7 - 500 - 500 - hpp,25; evade,25; 
3031206 - CloudBlueBST(+2) - 7 - 600 - 600 - hpp,25; evade,40; 
3031207 - CloudBlueCRT(+3) - 8 - 1300 - 1300 - hpp,25; spectrans,26; 
3031208 - CloudBlueMIS(+3) - 8 - 1500 - 1500 - hpp,25; spectrans,32; 
3031209 - CloudBlueBST(+3) - 8 - 2000 - 2000 - hpp,25; spectrans,47; 
3031300 - Circler - 20 - 13300 - 6650 - hpp,34; 
3031301 - CirclerCRT(+1) - 16 - 2700 - 2700 - hpp,34; crit,28; 
3031302 - CirclerMIS(+1) - 16 - 3100 - 3100 - hpp,34; crit,38; 
3031303 - CirclerBST(+1) - 16 - 4200 - 4200 - hpp,34; crit,63; 
3031304 - CirclerCRT(+2) - 17 - 3000 - 3000 - hpp,34; evade,27; 
3031305 - CirclerMIS(+2) - 17 - 3300 - 3300 - hpp,34; evade,33; 
3031306 - CirclerBST(+2) - 17 - 4300 - 4300 - hpp,34; evade,48; 
3031307 - CirclerCRT(+3) - 18 - 4300 - 4300 - hpp,34; spectrans,34; 
3031308 - CirclerMIS(+3) - 18 - 4700 - 4700 - hpp,34; spectrans,40; 
3031309 - CirclerBST(+3) - 18 - 5800 - 5800 - hpp,34; spectrans,55; 
3031400 - TwilightBeacon - 30 - 15000 - 7500 - hpp,43; 
3031401 - TwilightBeaconCRT(+1) - 26 - 6300 - 6300 - hpp,43; crit,40; 
3031402 - TwilightBeaconMIS(+1) - 26 - 7100 - 7100 - hpp,43; crit,50; 
3031403 - TwilightBeaconBST(+1) - 26 - 9200 - 9200 - hpp,43; crit,75; 
3031404 - TwilightBeaconCRT(+2) - 27 - 6600 - 6600 - hpp,43; evade,34; 
3031405 - TwilightBeaconMIS(+2) - 27 - 7100 - 7100 - hpp,43; evade,40; 
3031406 - TwilightBeaconBST(+2) - 27 - 8600 - 8600 - hpp,43; evade,55; 
3031407 - TwilightBeaconCRT(+3) - 28 - 9500 - 9500 - hpp,43; spectrans,41; 
3031408 - TwilightBeaconMIS(+3) - 28 - 10400 - 10400 - hpp,43; spectrans,47; 
3031409 - TwilightBeaconBST(+3) - 28 - 12500 - 12500 - hpp,43; spectrans,62; 
3031500 - Proto-Beam - 40 - 19500 - 9750 - hpp,52; 
3031501 - Proto-BeamCRT(+1) - 36 - 12800 - 12800 - hpp,52; crit,53; 
3031502 - Proto-BeamMIS(+1) - 36 - 14100 - 14100 - hpp,52; crit,63; 
3031503 - Proto-BeamBST(+1) - 36 - 17600 - 17600 - hpp,52; crit,88; 
3031504 - Proto-BeamCRT(+2) - 37 - 12900 - 12900 - hpp,52; evade,42; 
3031505 - Proto-BeamMIS(+2) - 37 - 13800 - 13800 - hpp,52; evade,48; 
3031506 - Proto-BeamBST(+2) - 37 - 16000 - 16000 - hpp,52; evade,63; 
3031507 - Proto-BeamCRT(+3) - 38 - 16900 - 16900 - hpp,52; spectrans,49; 
3031508 - Proto-BeamMIS(+3) - 38 - 18200 - 18200 - hpp,52; spectrans,55; 
3031509 - Proto-BeamBST(+3) - 38 - 21700 - 21700 - hpp,52; spectrans,70; 
3031600 - Spark - 50 - 21000 - 10500 - hpp,61; 
3031601 - SparkCRT(+1) - 46 - 17800 - 17800 - hpp,61; crit,65; 
3031602 - SparkMIS(+1) - 46 - 19300 - 19300 - hpp,61; crit,75; 
3031603 - SparkBST(+1) - 46 - 23100 - 23100 - hpp,61; crit,100; 
3031604 - SparkCRT(+2) - 47 - 16500 - 16500 - hpp,61; evade,49; 
3031605 - SparkMIS(+2) - 47 - 17500 - 17500 - hpp,61; evade,55; 
3031606 - SparkBST(+2) - 47 - 20000 - 20000 - hpp,61; evade,70; 
3031607 - SparkCRT(+3) - 48 - 21100 - 21100 - hpp,61; spectrans,56; 
3031608 - SparkMIS(+3) - 48 - 22500 - 22500 - hpp,61; spectrans,62; 
3031609 - SparkBST(+3) - 48 - 25900 - 25900 - hpp,61; spectrans,77; 
3031700 - Infra-Field - 60 - 24000 - 12000 - hpp,70; 
3031701 - Infra-FieldCRT(+1) - 56 - 21700 - 21700 - hpp,70; crit,78; 
3031702 - Infra-FieldMIS(+1) - 56 - 23200 - 23200 - hpp,70; crit,88; 
3031703 - Infra-FieldBST(+1) - 56 - 26900 - 26900 - hpp,70; crit,113; 
3031704 - Infra-FieldCRT(+2) - 57 - 19400 - 19400 - hpp,70; evade,57; 
3031705 - Infra-FieldMIS(+2) - 57 - 20400 - 20400 - hpp,70; evade,63; 
3031706 - Infra-FieldBST(+2) - 57 - 23200 - 23200 - hpp,70; evade,78; 
3031707 - Infra-FieldCRT(+3) - 58 - 24600 - 24600 - hpp,70; spectrans,64; 
3031708 - Infra-FieldMIS(+3) - 58 - 26000 - 26000 - hpp,70; spectrans,70; 
3031709 - Infra-FieldBST(+3) - 58 - 29300 - 29300 - hpp,70; spectrans,85; 
3031800 - Electronos - 70 - 28000 - 14000 - hpp,79; 
3031801 - ElectronosCRT(+1) - 66 - 24900 - 24900 - hpp,79; crit,90; 
3031802 - ElectronosMIS(+1) - 66 - 26500 - 26500 - hpp,79; crit,100; 
3031803 - ElectronosBST(+1) - 66 - 30400 - 30400 - hpp,79; crit,125; 
3031804 - ElectronosCRT(+2) - 67 - 22400 - 22400 - hpp,79; evade,64; 
3031805 - ElectronosMIS(+2) - 67 - 23400 - 23400 - hpp,79; evade,70; 
3031806 - ElectronosBST(+2) - 67 - 26100 - 26100 - hpp,79; evade,85; 
3031807 - ElectronosCRT(+3) - 68 - 28700 - 28700 - hpp,79; spectrans,71; 
3031808 - ElectronosMIS(+3) - 68 - 30100 - 30100 - hpp,79; spectrans,77; 
3031809 - ElectronosBST(+3) - 68 - 33800 - 33800 - hpp,79; spectrans,92; 
3031900 - Swirlon - 80 - 30000 - 15000 - hpp,88; 
3031901 - SwirlonCRT(+1) - 76 - 29200 - 29200 - hpp,88; crit,103; 
3031902 - SwirlonMIS(+1) - 76 - 30800 - 30800 - hpp,88; crit,113; 
3031903 - SwirlonBST(+1) - 76 - 35100 - 35100 - hpp,88; crit,138; 
3031904 - SwirlonCRT(+2) - 77 - 25800 - 25800 - hpp,88; evade,72; 
3031905 - SwirlonMIS(+2) - 77 - 26900 - 26900 - hpp,88; evade,78; 
3031906 - SwirlonBST(+2) - 77 - 29500 - 29500 - hpp,88; evade,93; 
3031907 - SwirlonCRT(+3) - 78 - 31700 - 31700 - hpp,88; spectrans,79; 
3031908 - SwirlonMIS(+3) - 78 - 33100 - 33100 - hpp,88; spectrans,85; 
3031909 - SwirlonBST(+3) - 78 - 37000 - 37000 - hpp,88; spectrans,100; 
3032000 - Zephyr - 90 - 35000 - 17500 - hpp,97; 
3032001 - ZephyrCRT(+1) - 86 - 34500 - 34500 - hpp,97; crit,115; 
3032002 - ZephyrMIS(+1) - 86 - 36300 - 36300 - hpp,97; crit,125; 
3032003 - ZephyrBST(+1) - 86 - 40600 - 40600 - hpp,97; crit,150; 
3032004 - ZephyrCRT(+2) - 87 - 30000 - 30000 - hpp,97; evade,79; 
3032005 - ZephyrMIS(+2) - 87 - 31200 - 31200 - hpp,97; evade,85; 
3032006 - ZephyrBST(+2) - 87 - 34100 - 34100 - hpp,97; evade,100; 
3032007 - ZephyrCRT(+3) - 88 - 37000 - 37000 - hpp,97; spectrans,86; 
3032008 - ZephyrMIS(+3) - 88 - 38500 - 38500 - hpp,97; spectrans,92; 
3032009 - ZephyrBST(+3) - 88 - 42400 - 42400 - hpp,97; spectrans,107; 
3032200 - LuckyAura - 1 - 0 - 0 - luk,200; 
3032201 - LuckyAura - 1 - 0 - 0 - luk,200; 
3032202 - LuckyAura - 1 - 0 - 0 - luk,200; 
3050100 - HonorShield - 30 - 12000 - 6000 - hpp,15; transgauge,25; 
3050101 - HonorShieldTD(+1) - 26 - 2400 - 2400 - hpp,15; 
3050102 - HonorShieldTD(+2) - 26 - 2600 - 2600 - hpp,15; 
3050103 - HonorShieldTD(+3) - 26 - 3200 - 3200 - hpp,15; 
3050104 - HonorShieldGUN(+1) - 27 - 3400 - 3400 - hpp,15; 
3050105 - HonorShieldGUN(+2) - 27 - 4100 - 4100 - hpp,15; 
3050106 - HonorShieldGUN(+3) - 27 - 5800 - 5800 - hpp,15; 
3050107 - HonorShieldTG(+1) - 28 - 3000 - 3000 - hpp,15; transgauge,46; 
3050108 - HonorShieldTG(+2) - 28 - 3400 - 3400 - hpp,15; transgauge,60; 
3050109 - HonorShieldTG(+3) - 28 - 4400 - 4400 - hpp,15; transgauge,95; 
3050200 - Buckler - 40 - 22000 - 11000 - hpp,26; transgauge,34; 
3050201 - BucklerTD(+1) - 36 - 5900 - 5900 - hpp,26; 
3050202 - BucklerTD(+2) - 36 - 6300 - 6300 - hpp,26; 
3050203 - BucklerTD(+3) - 36 - 7200 - 7200 - hpp,26; 
3050204 - BucklerGUN(+1) - 37 - 8500 - 8500 - hpp,26; 
3050205 - BucklerGUN(+2) - 37 - 9600 - 9600 - hpp,26; 
3050206 - BucklerGUN(+3) - 37 - 12400 - 12400 - hpp,26; 
3050207 - BucklerTG(+1) - 38 - 7000 - 7000 - hpp,26; transgauge,64; 
3050208 - BucklerTG(+2) - 38 - 7600 - 7600 - hpp,26; transgauge,78; 
3050209 - BucklerTG(+3) - 38 - 9100 - 9100 - hpp,26; transgauge,113; 
3050300 - Heavy - 50 - 34000 - 17000 - hpp,37; transgauge,44; 
3050301 - HeavyTD(+1) - 46 - 9000 - 9000 - hpp,37; 
3050302 - HeavyTD(+2) - 46 - 10000 - 10000 - hpp,37; 
3050303 - HeavyTD(+3) - 46 - 11000 - 11000 - hpp,37; 
3050304 - HeavyGUN(+1) - 47 - 13000 - 13000 - hpp,37; 
3050305 - HeavyGUN(+2) - 47 - 14000 - 14000 - hpp,37; 
3050306 - HeavyGUN(+3) - 47 - 17000 - 17000 - hpp,37; 
3050307 - HeavyTG(+1) - 48 - 10000 - 10000 - hpp,37; transgauge,81; 
3050308 - HeavyTG(+2) - 48 - 11000 - 11000 - hpp,37; transgauge,95; 
3050309 - HeavyTG(+3) - 48 - 12000 - 12000 - hpp,37; transgauge,130; 
3050400 - Tower - 60 - 48200 - 24100 - hpp,48; transgauge,56; 
3050401 - TowerTD(+1) - 56 - 12000 - 12000 - hpp,48; 
3050402 - TowerTD(+2) - 56 - 12000 - 12000 - hpp,48; 
3050403 - TowerTD(+3) - 56 - 13000 - 13000 - hpp,48; 
3050404 - TowerGUN(+1) - 57 - 16000 - 16000 - hpp,48; 
3050405 - TowerGUN(+2) - 57 - 18000 - 18000 - hpp,48; 
3050406 - TowerGUN(+3) - 57 - 21000 - 21000 - hpp,48; 
3050407 - TowerTG(+1) - 58 - 13000 - 13000 - hpp,48; transgauge,99; 
3050408 - TowerTG(+2) - 58 - 14000 - 14000 - hpp,48; transgauge,113; 
3050409 - TowerTG(+3) - 58 - 15000 - 15000 - hpp,48; transgauge,148; 
3050500 - Bludger - 70 - 51000 - 25500 - hpp,59; transgauge,70; 
3050501 - BludgerTD(+1) - 66 - 14000 - 14000 - hpp,59; 
3050502 - BludgerTD(+2) - 66 - 15000 - 15000 - hpp,59; 
3050503 - BludgerTD(+3) - 66 - 16000 - 16000 - hpp,59; 
3050504 - BludgerGUN(+1) - 67 - 20000 - 20000 - hpp,59; 
3050505 - BludgerGUN(+2) - 67 - 21000 - 21000 - hpp,59; 
3050506 - BludgerGUN(+3) - 67 - 24000 - 24000 - hpp,59; 
3050507 - BludgerTG(+1) - 68 - 16000 - 16000 - hpp,59; transgauge,116; 
3050508 - BludgerTG(+2) - 68 - 17000 - 17000 - hpp,59; transgauge,130; 
3050509 - BludgerTG(+3) - 68 - 19000 - 19000 - hpp,59; transgauge,165; 
3050600 - GemGuard - 80 - 69000 - 34500 - hpp,70; transgauge,84; 
3050601 - GemGuardTD(+1) - 76 - 17000 - 17000 - hpp,70; 
3050602 - GemGuardTD(+2) - 76 - 18000 - 18000 - hpp,70; 
3050603 - GemGuardTD(+3) - 76 - 19000 - 19000 - hpp,70; 
3050604 - GemGuardGUN(+1) - 77 - 24000 - 24000 - hpp,70; 
3050605 - GemGuardGUN(+2) - 77 - 26000 - 26000 - hpp,70; 
3050606 - GemGuardGUN(+3) - 77 - 29000 - 29000 - hpp,70; 
3050607 - GemGuardTG(+1) - 78 - 19000 - 19000 - hpp,70; transgauge,134; 
3050608 - GemGuardTG(+2) - 78 - 20000 - 20000 - hpp,70; transgauge,148; 
3050609 - GemGuardTG(+3) - 78 - 22000 - 22000 - hpp,70; transgauge,183; 
3050700 - FrontGuard - 90 - 75300 - 37650 - hpp,81; transgauge,102; 
3050701 - FrontGuardTD(+1) - 86 - 21000 - 21000 - hpp,81; 
3050702 - FrontGuardTD(+2) - 86 - 22000 - 22000 - hpp,81; 
3050703 - FrontGuardTD(+3) - 86 - 23000 - 23000 - hpp,81; 
3050704 - FrontGuardGUN(+1) - 87 - 29000 - 29000 - hpp,81; 
3050705 - FrontGuardGUN(+2) - 87 - 31000 - 31000 - hpp,81; 
3050706 - FrontGuardGUN(+3) - 87 - 34000 - 34000 - hpp,81; 
3050707 - FrontGuardTG(+1) - 88 - 23000 - 23000 - hpp,81; transgauge,151; 
3050708 - FrontGuardTG(+2) - 88 - 24000 - 24000 - hpp,81; transgauge,165; 
3050709 - FrontGuardTG(+3) - 88 - 26000 - 26000 - hpp,81; transgauge,200; 
3050800 - GreatWard - 1 - 2 - 1 - 
3050900 - Discus - 1 - 2 - 1 - 
3051000 - MacroTop - 1 - 2 - 1 - 
3051100 - Aegis - 20 - 4200 - 4200 - hpp,9; transgauge,14; 
3051101 - AegisTD(+1) - 16 - 840 - 840 - hpp,9; 
3051102 - AegisTD(+2) - 16 - 920 - 920 - hpp,9; 
3051103 - AegisTD(+3) - 16 - 1200 - 1200 - hpp,9; 
3051104 - AegisGUN(+1) - 17 - 1400 - 1400 - hpp,9; 
3051105 - AegisGUN(+2) - 17 - 1600 - 1600 - hpp,9; 
3051106 - AegisGUN(+3) - 17 - 2400 - 2400 - hpp,9; 
3051107 - AegisTG(+1) - 18 - 2600 - 2600 - hpp,9; transgauge,25; 
3051108 - AegisTG(+2) - 18 - 2800 - 2800 - hpp,9; transgauge,34; 
3051109 - AegisTG(+3) - 18 - 3200 - 3200 - hpp,9; transgauge,52; 
3051200 - Centurian - 1 - 2 - 1 - 
3051300 - Rudolf - 1 - 1500 - 150 - hpp,40; 
3060100 - GuardShoulder - 30 - 9800 - 4900 - hpp,10; 
3060101 - GuardShoulderTD(+1) - 26 - 1400 - 1400 - hpp,10; 
3060102 - GuardShoulderTD(+2) - 26 - 1600 - 1600 - hpp,10; 
3060103 - GuardShoulderTD(+3) - 26 - 2000 - 2000 - hpp,10; 
3060104 - GuardShoulderGUN(+1) - 27 - 2600 - 2600 - hpp,10; 
3060105 - GuardShoulderGUN(+2) - 27 - 3300 - 3300 - hpp,10; 
3060106 - GuardShoulderGUN(+3) - 27 - 5000 - 5000 - hpp,10; 
3060107 - GuardShoulderTG(+1) - 28 - 2100 - 2100 - hpp,10; transgauge,36; 
3060108 - GuardShoulderTG(+2) - 28 - 2500 - 2500 - hpp,10; transgauge,48; 
3060109 - GuardShoulderTG(+3) - 28 - 3400 - 3400 - hpp,10; transgauge,78; 
3060200 - HeavyShoulder - 40 - 15000 - 7500 - hpp,20; 
3060201 - HeavyShoulderTD(+1) - 36 - 4100 - 4100 - hpp,20; 
3060202 - HeavyShoulderTD(+2) - 36 - 4400 - 4400 - hpp,20; 
3060203 - HeavyShoulderTD(+3) - 36 - 5100 - 5100 - hpp,20; 
3060204 - HeavyShoulderGUN(+1) - 37 - 7200 - 7200 - hpp,20; 
3060205 - HeavyShoulderGUN(+2) - 37 - 8300 - 8300 - hpp,20; 
3060206 - HeavyShoulderGUN(+3) - 37 - 10900 - 10900 - hpp,20; 
3060207 - HeavyShoulderTG(+1) - 38 - 5400 - 5400 - hpp,20; transgauge,51; 
3060208 - HeavyShoulderTG(+2) - 38 - 6000 - 6000 - hpp,20; transgauge,63; 
3060209 - HeavyShoulderTG(+3) - 38 - 7300 - 7300 - hpp,20; transgauge,93; 
3060300 - SoftShoulder - 50 - 24000 - 12000 - hpp,30; 
3060301 - SoftShoulderTD(+1) - 46 - 6700 - 6700 - hpp,30; 
3060302 - SoftShoulderTD(+2) - 46 - 7100 - 7100 - hpp,30; 
3060303 - SoftShoulderTD(+3) - 46 - 8000 - 8000 - hpp,30; 
3060304 - SoftShoulderGUN(+1) - 47 - 10900 - 10900 - hpp,30; 
3060305 - SoftShoulderGUN(+2) - 47 - 12100 - 12100 - hpp,30; 
3060306 - SoftShoulderGUN(+3) - 47 - 15000 - 15000 - hpp,30; 
3060307 - SoftShoulderTG(+1) - 48 - 8200 - 8200 - hpp,30; transgauge,66; 
3060308 - SoftShoulderTG(+2) - 48 - 8800 - 8800 - hpp,30; transgauge,78; 
3060309 - SoftShoulderTG(+3) - 48 - 10200 - 10200 - hpp,30; transgauge,108; 
3060400 - Blocker - 60 - 28000 - 14000 - hpp,40; 
3060401 - BlockerTD(+1) - 56 - 9100 - 9100 - hpp,40; 
3060402 - BlockerTD(+2) - 56 - 9400 - 9400 - hpp,40; 
3060403 - BlockerTD(+3) - 56 - 10400 - 10400 - hpp,40; 
3060404 - BlockerGUN(+1) - 57 - 14400 - 14400 - hpp,40; 
3060405 - BlockerGUN(+2) - 57 - 15600 - 15600 - hpp,40; 
3060406 - BlockerGUN(+3) - 57 - 18800 - 18800 - hpp,40; 
3060407 - BlockerTG(+1) - 58 - 10800 - 10800 - hpp,40; transgauge,81; 
3060408 - BlockerTG(+2) - 58 - 11400 - 11400 - hpp,40; transgauge,93; 
3060409 - BlockerTG(+3) - 58 - 12900 - 12900 - hpp,40; transgauge,123; 
3060500 - SpectrePad - 70 - 32500 - 16250 - hpp,50; 
3060501 - SpectrePadTD(+1) - 66 - 11300 - 11300 - hpp,50; 
3060502 - SpectrePadTD(+2) - 66 - 11700 - 11700 - hpp,50; 
3060503 - SpectrePadTD(+3) - 66 - 12600 - 12600 - hpp,50; 
3060504 - SpectrePadGUN(+1) - 67 - 18000 - 18000 - hpp,50; 
3060505 - SpectrePadGUN(+2) - 67 - 19200 - 19200 - hpp,50; 
